File Name,Rouge-1 F,Rouge-1 P,Rouge-1 R,Rouge-2 F,Rouge-2 P,Rouge-2 R,Rouge-L F,Rouge-L P,Rouge-L R
2010_A_1.txt,0.2651933653124142,0.22641509433962265,0.32,0.03401360070965867,0.027624309392265192,0.04424778761061947,0.22998578329154545,0.20754716981132076,0.29333333333333333
2010_A_10.txt,0.44970413701885636,0.43346007604562736,0.4672131147540984,0.23368420552740174,0.23029045643153526,0.23717948717948717,0.39337395716722506,0.38022813688212925,0.4098360655737705
2010_A_100.txt,0.19417475260015093,0.2597402597402597,0.15503875968992248,0.030303026127456962,0.05102040816326531,0.021551724137931036,0.13005037603400627,0.19480519480519481,0.11627906976744186
2010_A_101.txt,0.4180790918956878,0.7115384615384616,0.296,0.21621621233473343,0.41025641025641024,0.14678899082568808,0.315151931979968,0.6923076923076923,0.288
2010_A_102.txt,0.38059701009940966,0.46788990825688076,0.32075471698113206,0.15765765315477653,0.23026315789473684,0.11986301369863013,0.321645516555088,0.42201834862385323,0.2893081761006289
2010_A_105.txt,0.4051724089675403,0.49823321554770317,0.3414043583535109,0.16079733748678288,0.21228070175438596,0.12941176470588237,0.3553516337159268,0.4664310954063604,0.3196125907990315
2010_A_106.txt,0.23963133153560287,0.2857142857142857,0.20634920634920634,0.07294832361711397,0.09917355371900827,0.057692307692307696,0.18420724872322825,0.23076923076923078,0.16666666666666666
2010_A_107.txt,0.4100418362143521,0.5157894736842106,0.3402777777777778,0.16957605516756746,0.22666666666666666,0.13545816733067728,0.27876552775833097,0.37894736842105264,0.25
2010_A_108.txt,0.3776223726773925,0.421875,0.34177215189873417,0.1452991404602237,0.17708333333333334,0.12318840579710146,0.2942935685784727,0.3359375,0.2721518987341772
2010_A_11.txt,0.3878787834754821,0.5925925925925926,0.2882882882882883,0.2285714247510205,0.4444444444444444,0.15384615384615385,0.29972559086491235,0.5555555555555556,0.2702702702702703
2010_A_114.txt,0.09999999762812506,0.36363636363636365,0.057971014492753624,0.015384613584615599,0.07692307692307693,0.008547008547008548,0.05920446276986606,0.36363636363636365,0.057971014492753624
2010_A_115.txt,0.3650190066584742,0.47058823529411764,0.2981366459627329,0.1848341184024394,0.22807017543859648,0.1553784860557769,0.32615886670118005,0.46078431372549017,0.2919254658385093
2010_A_117.txt,0.3774509756689735,0.4935897435897436,0.3055555555555556,0.15873015405265828,0.2127659574468085,0.12658227848101267,0.2928085180659565,0.4230769230769231,0.2619047619047619
2010_A_118.txt,0.4048582946188268,0.3787878787878788,0.43478260869565216,0.21531099978468912,0.215311004784689,0.215311004784689,0.35294724227026414,0.3333333333333333,0.3826086956521739
2010_A_122.txt,0.3345195679538,0.3357142857142857,0.3333333333333333,0.13417190278074462,0.14414414414414414,0.12549019607843137,0.29892481298244045,0.3,0.2978723404255319
2010_A_123.txt,0.40896358044833614,0.3882978723404255,0.4319526627218935,0.2147650956720419,0.21768707482993196,0.2119205298013245,0.3843832370025439,0.3670212765957447,0.40828402366863903
2010_A_125.txt,0.3749999954081633,0.525,0.2916666666666667,0.1798561107548782,0.2808988764044944,0.13227513227513227,0.26375878220144156,0.425,0.2361111111111111
2010_A_126.txt,0.29447852330761415,0.47058823529411764,0.21428571428571427,0.09523809133027895,0.17880794701986755,0.06490384615384616,0.19207305770964844,0.38235294117647056,0.17410714285714285
2010_A_128.txt,0.29433961842648637,0.4875,0.21081081081081082,0.148325355186809,0.3069306930693069,0.09779179810725552,0.21963871486247147,0.4625,0.2
2010_A_133.txt,0.3743315462666934,0.5384615384615384,0.28688524590163933,0.20447283924792545,0.3404255319148936,0.1461187214611872,0.30165278384371,0.5076923076923077,0.27049180327868855
2010_A_134.txt,0.2278480962730333,0.21951219512195122,0.23684210526315788,0.0,0.0,0.0,0.1767062757985461,0.17073170731707318,0.18421052631578946
2010_A_135.txt,0.21402213588867264,0.3372093023255814,0.15675675675675677,0.03970222932719285,0.07407407407407407,0.02711864406779661,0.15530934897860965,0.3023255813953488,0.14054054054054055
2010_A_137.txt,0.30666666192355563,0.39655172413793105,0.25,0.09293679848502669,0.1366120218579235,0.07042253521126761,0.24899774080916498,0.35344827586206895,0.22282608695652173
2010_A_139.txt,0.39936608059051487,0.42,0.3806646525679758,0.17666125926983722,0.20373831775700935,0.15593705293276108,0.34067325168750145,0.36,0.32628398791540786
2010_A_140.txt,0.3605633752991867,0.38323353293413176,0.3404255319148936,0.11147540493544768,0.1297709923664122,0.09770114942528736,0.2853339656618674,0.30538922155688625,0.2712765957446808
2010_A_15.txt,0.24770641732514104,0.32926829268292684,0.19852941176470587,0.06896551270527841,0.09917355371900827,0.05286343612334802,0.1315758582820465,0.1951219512195122,0.11764705882352941
2010_A_17.txt,0.35862068468394775,0.3880597014925373,0.3333333333333333,0.18691588287841748,0.20202020202020202,0.17391304347826086,0.2727407569823111,0.29850746268656714,0.2564102564102564
2010_A_19.txt,0.35135134645898247,0.4117647058823529,0.3063973063973064,0.11264611635804742,0.14171122994652408,0.09347442680776014,0.2741597668289898,0.334841628959276,0.24915824915824916
2010_A_25.txt,0.3338533491376823,0.3252279635258359,0.34294871794871795,0.12221304209090786,0.11455108359133127,0.13097345132743363,0.2959957620347748,0.2887537993920973,0.30448717948717946
2010_A_26.txt,0.357142852155084,0.37572254335260113,0.3403141361256545,0.2047781520154575,0.21818181818181817,0.19292604501607716,0.3335375775956842,0.35260115606936415,0.3193717277486911
2010_A_27.txt,0.2992125934268847,0.3048128342245989,0.29381443298969073,0.11246200108069053,0.11044776119402985,0.11455108359133127,0.2570443724672662,0.2620320855614973,0.25257731958762886
2010_A_3.txt,0.30181086144618213,0.20107238605898123,0.6048387096774194,0.13944222762013705,0.08962868117797695,0.31390134529147984,0.1895353163381658,0.1769436997319035,0.532258064516129
2010_A_31.txt,0.39490445408576413,0.5740740740740741,0.30097087378640774,0.14396886738292794,0.23870967741935484,0.10306406685236769,0.24882198000151523,0.42592592592592593,0.22330097087378642
2010_A_33.txt,0.27826086472152917,0.23645320197044334,0.3380281690140845,0.11623931156367906,0.09264305177111716,0.1559633027522936,0.20769731888218962,0.18719211822660098,0.2676056338028169
2010_A_35.txt,0.27777777342978405,0.43478260869565216,0.20408163265306123,0.07610993270644416,0.14516129032258066,0.05157593123209169,0.21441886978501473,0.41304347826086957,0.19387755102040816
2010_A_36.txt,0.30711609990601646,0.3360655737704918,0.2827586206896552,0.05714285217562402,0.06217616580310881,0.05286343612334802,0.23622044977914067,0.26229508196721313,0.2206896551724138
2010_A_37.txt,0.33088234795847754,0.3515625,0.3125,0.11160713785724274,0.1111111111111111,0.11210762331838565,0.24098509266683057,0.2578125,0.22916666666666666
2010_A_38.txt,0.3481781329980823,0.4725274725274725,0.27564102564102566,0.14975844972811514,0.23134328358208955,0.11071428571428571,0.272406492589991,0.4175824175824176,0.24358974358974358
2010_A_39.txt,0.1965317881145378,0.38636363636363635,0.13178294573643412,0.015503872704465562,0.03773584905660377,0.00975609756097561,0.09155852505954644,0.25,0.08527131782945736
2010_A_41.txt,0.24657533746950658,0.24,0.2535211267605634,0.03854389221739814,0.0379746835443038,0.0391304347826087,0.21884978699228977,0.21333333333333335,0.22535211267605634
2010_A_43.txt,0.37254901537677815,0.6129032258064516,0.2676056338028169,0.19254657990721818,0.3563218390804598,0.13191489361702127,0.26317635709910764,0.5483870967741935,0.23943661971830985
2010_A_46.txt,0.2713178249143682,0.3888888888888889,0.20833333333333334,0.0547263637314674,0.08270676691729323,0.040892193308550186,0.1925547176268266,0.32222222222222224,0.17261904761904762
2010_A_47.txt,0.1947368388117729,0.12292358803986711,0.46835443037974683,0.04790418884564719,0.02872531418312388,0.14414414414414414,0.11510563702384352,0.10963455149501661,0.4177215189873418
2010_A_48.txt,0.273504268870545,0.375,0.21524663677130046,0.07046979430234025,0.1099476439790576,0.05185185185185185,0.22059861895899,0.34375,0.19730941704035873
2010_A_49.txt,0.2733333286713333,0.36936936936936937,0.21693121693121692,0.11299434590258955,0.1744186046511628,0.08356545961002786,0.20118833832170227,0.3063063063063063,0.17989417989417988
2010_A_51.txt,0.2782608649054821,0.3764705882352941,0.2206896551724138,0.07202215624527157,0.1092436974789916,0.05371900826446281,0.18510681864720085,0.2823529411764706,0.16551724137931034
2010_A_52.txt,0.5128205080309008,0.6451612903225806,0.425531914893617,0.3505154594282071,0.5151515151515151,0.265625,0.4745011750264993,0.6451612903225806,0.425531914893617
2010_A_53.txt,0.2903225761917924,0.43373493975903615,0.21818181818181817,0.05660376954710335,0.10084033613445378,0.03934426229508197,0.20210066841611124,0.3614457831325301,0.18181818181818182
2010_A_56.txt,0.299999996152,0.5769230769230769,0.20270270270270271,0.1241830034232561,0.3220338983050847,0.07692307692307693,0.18188268684967657,0.4807692307692308,0.16891891891891891
