"Rank #3 (Only Reaseach Paper based formula)                                                                                                                                                                                                         The only formula used for sentence scoring is                                                                                                                                                                                               Wnew = Wold + (sd * (1.5*L + 0.2*d + 0.3*e)) / length(Sentence), where                                                                                                                                                 Wnew : New sentence score Wold : Old sentence score                                                                                                                                                                                      sd : standard deviantion of sentence scores                                                                                                                                                                                                            L : Number of legal terms in the sentence                                                                                                                                                                                                                      d : Total count of numeric digits (like year, case number, act, sec, rule etc)                                                                                                                                                      e : number of entities present in the sentences                                                                                                                                                                                                 Note:We haven't given higher tfidf score for the legal terms.All terms tfidf score are given based on their occurence in the document only.        Number of Documents on which scores is calcuated :7090 Documents",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
File Name,Rouge-1 F,Rouge-1 P,Rouge-1 R,Rouge-2 F,Rouge-2 P,Rouge-2 R,Rouge-L F,Rouge-L P,Rouge-L R
,,,,,,,,,
,,,,,,,,,
2014_L_13.txt,0.194630868,0.263636364,0.154255319,0.067653272,0.099378882,0.051282051,0.166560511,0.254545455,0.14893617
,,,,,,,,,
2014_L_14.txt,0.26315789,0.221238938,0.324675325,0.065217386,0.054545455,0.081081081,0.187036111,0.168141593,0.246753247
,,,,,,,,,
2014_L_18.txt,0.230769226,0.230769231,0.230769231,0.087499995,0.1,0.077777778,0.2,0.2,0.2
,,,,,,,,,
2014_L_19.txt,0.392405059,0.645833333,0.281818182,0.262443435,0.46031746,0.183544304,0.269776747,0.5625,0.245454545
,,,,,,,,,
2014_L_2.txt,0.226666662,0.215189873,0.23943662,0.018957341,0.017391304,0.020833333,0.198871849,0.189873418,0.211267606
,,,,,,,,,
2014_L_20.txt,0.222222217,0.217948718,0.226666667,0.027027022,0.026548673,0.027522936,0.182865978,0.179487179,0.186666667
,,,,,,,,,
2014_L_24.txt,0.310756967,0.342105263,0.284671533,0.126984122,0.151898734,0.109090909,0.282153729,0.315789474,0.262773723
,,,,,,,,,
2014_L_26.txt,0.160493823,0.108333333,0.30952381,0.026431714,0.01734104,0.055555556,0.107635143,0.1,0.285714286
,,,,,,,,,
2014_L_29.txt,0.070796457,0.045977011,0.153846154,0,0,0,0.042683621,0.040229885,0.134615385
,,,,,,,,,
2014_L_30.txt,0.173913039,0.152866242,0.201680672,0.030690532,0.03,0.031413613,0.111782932,0.101910828,0.134453782
,,,,,,,,,
2014_L_31.txt,0.210526311,0.215384615,0.205882353,0.034682076,0.033333333,0.036144578,0.180267784,0.184615385,0.176470588
,,,,,,,,,
2014_L_32.txt,0.325358847,0.409638554,0.26984127,0.133802812,0.188118812,0.103825137,0.283216888,0.385542169,0.253968254
,,,,,,,,,
2014_L_4.txt,0.206896547,0.230769231,0.1875,0.169811316,0.209302326,0.142857143,0.20260607,0.230769231,0.1875
,,,,,,,,,
2014_L_8.txt,0.20454545,0.171428571,0.253521127,0.026070759,0.020771513,0.035,0.164313484,0.147619048,0.218309859
,,,,,,,,,
2014_L_9.txt,0.2051282,0.222222222,0.19047619,0.036585361,0.044117647,0.03125,0.202742993,0.222222222,0.19047619
,,,,,,,,,
2014_M_1.txt,0.137254899,0.081632653,0.430769231,0.057931032,0.033175355,0.22826087,0.080992892,0.078717201,0.415384615
,,,,,,,,,
2014_M_100.txt,0.117647054,0.104166667,0.135135135,0,0,0,0.102505504,0.09375,0.121621622
,,,,,,,,,
2014_M_103.txt,0.199999996,0.145454545,0.32,0.037533508,0.026022305,0.067307692,0.093589744,0.084848485,0.186666667
,,,,,,,,,
2014_M_104.txt,0.283105018,0.210884354,0.430555556,0.09444444,0.067460317,0.157407407,0.211338703,0.19047619,0.388888889
,,,,,,,,,
2014_M_105.txt,0.11940298,0.137931034,0.105263158,0,0,0,0.057657612,0.068965517,0.052631579
,,,,,,,,,
2014_M_107.txt,0.238095233,0.215053763,0.266666667,0.08733624,0.080645161,0.095238095,0.209529681,0.193548387,0.24
,,,,,,,,,
2014_M_108.txt,0.136125651,0.083067093,0.376811594,0.048309176,0.028409091,0.161290323,0.082866004,0.079872204,0.362318841
,,,,,,,,,
2014_M_11.txt,0.192307689,0.127118644,0.394736842,0.046153843,0.029339853,0.108108108,0.117665074,0.110169492,0.342105263
,,,,,,,,,
2014_M_111.txt,0.256983236,0.185483871,0.418181818,0.066666662,0.048484848,0.106666667,0.159777212,0.14516129,0.327272727
,,,,,,,,,
2014_M_112.txt,0.111731839,0.083333333,0.169491525,0.008333329,0.006134969,0.012987013,0.092485746,0.083333333,0.169491525
,,,,,,,,,
2014_M_115.txt,0.197530859,0.205128205,0.19047619,0.020618552,0.023255814,0.018518519,0.123119476,0.128205128,0.119047619
,,,,,,,,,
2014_M_12.txt,0.356020937,0.343434343,0.369565217,0.17482517,0.174825175,0.174825175,0.281966075,0.272727273,0.293478261
,,,,,,,,,
2014_M_13.txt,0.171428568,0.321428571,0.116883117,0.045112779,0.107142857,0.028571429,0.098207885,0.25,0.090909091
,,,,,,,,,
2014_M_16.txt,0.239234445,0.201612903,0.294117647,0.039867105,0.032967033,0.050420168,0.19725169,0.177419355,0.258823529
,,,,,,,,,
2014_M_19.txt,0.21768707,0.253968254,0.19047619,0.05309734,0.0625,0.046153846,0.196232339,0.238095238,0.178571429
,,,,,,,,,
2014_M_20.txt,0.112499995,0.101123596,0.126760563,0,0,0,0.097561343,0.08988764,0.112676056
,,,,,,,,,
2014_M_22.txt,0.280542982,0.194968553,0.5,0.098360652,0.066666667,0.1875,0.171001363,0.157232704,0.403225806
,,,,,,,,,
2014_M_25.txt,0.315789469,0.311320755,0.32038835,0.085526311,0.087837838,0.083333333,0.286963113,0.283018868,0.291262136
,,,,,,,,,
2014_M_27.txt,0.165605091,0.158536585,0.173333333,0.009523805,0.01,0.009090909,0.114196557,0.109756098,0.12
,,,,,,,,,
2014_M_29.txt,0.311111106,0.304347826,0.318181818,0.121212116,0.133333333,0.111111111,0.310804295,0.304347826,0.318181818
,,,,,,,,,
2014_M_30.txt,0.258064511,0.282828283,0.237288136,0.085889566,0.098591549,0.076086957,0.217882848,0.242424242,0.203389831
,,,,,,,,,
2014_M_31.txt,0.122850119,0.087108014,0.208333333,0.020864377,0.014553015,0.036842105,0.091550965,0.083623693,0.2
,,,,,,,,,
2014_M_32.txt,0.140186912,0.101351351,0.227272727,0.020202016,0.013888889,0.037037037,0.10416832,0.094594595,0.212121212
,,,,,,,,,
2014_M_33.txt,0.309090904,0.303571429,0.314814815,0.130434778,0.133828996,0.127208481,0.248320724,0.244047619,0.25308642
,,,,,,,,,
2014_M_35.txt,0.158940393,0.112149533,0.272727273,0.029661013,0.020231214,0.055555556,0.117481551,0.107476636,0.261363636
,,,,,,,,,
2014_M_38.txt,0.08189655,0.044600939,0.5,0.004950494,0.002642008,0.039215686,0.037830688,0.037558685,0.421052632
,,,,,,,,,
2014_M_40.txt,0.204379557,0.17721519,0.24137931,0.043478256,0.038461538,0.05,0.153534617,0.139240506,0.189655172
,,,,,,,,,
2014_M_42.txt,0.100628926,0.075471698,0.150943396,0.009389667,0.007042254,0.014084507,0.083857442,0.075471698,0.150943396
,,,,,,,,,
2014_M_43.txt,0.322580641,0.462962963,0.247524752,0.114035084,0.191176471,0.08125,0.231912036,0.388888889,0.207920792
,,,,,,,,,
2014_M_45.txt,0.41237113,0.625,0.307692308,0.283333329,0.515151515,0.195402299,0.32444135,0.59375,0.292307692
,,,,,,,,,
2014_M_46.txt,0.199052128,0.318181818,0.144827586,0.052459012,0.094117647,0.036363636,0.144550812,0.287878788,0.131034483
,,,,,,,,,
2014_M_48.txt,0.244186042,0.381818182,0.179487179,0.114068437,0.227272727,0.076142132,0.189073681,0.363636364,0.170940171
,,,,,,,,,
2014_M_49.txt,0.149425283,0.108333333,0.240740741,0.046511624,0.033333333,0.076923077,0.110207355,0.1,0.222222222
,,,,,,,,,
2014_M_50.txt,0.096774189,0.076271186,0.132352941,0.014492749,0.011764706,0.018867925,0.085279729,0.076271186,0.132352941
,,,,,,,,,
2014_M_54.txt,0.336448593,0.333333333,0.339622642,0.196319013,0.202531646,0.19047619,0.317701516,0.314814815,0.320754717
,,,,,,,,,
2014_M_56.txt,0.089999996,0.064285714,0.15,0.01398601,0.010526316,0.020833333,0.070540541,0.064285714,0.15
,,,,,,,,,
2014_M_59.txt,0.18532818,0.170212766,0.203389831,0.010101005,0.009756098,0.010471204,0.167266685,0.156028369,0.186440678
,,,,,,,,,
2014_M_60.txt,0.045454542,0.028776978,0.108108108,0,0,0,0.030245531,0.028776978,0.108108108
,,,,,,,,,
2014_M_61.txt,0.003164557,0.001589825,0.333333333,0,0,0,0.001589861,0.001589825,0.333333333
,,,,,,,,,
2014_M_67.txt,0.270833328,0.317073171,0.236363636,0.048387092,0.066666667,0.037974684,0.24000408,0.292682927,0.218181818
,,,,,,,,,
2014_M_68.txt,0.203389826,0.16,0.279069767,0.050704221,0.041284404,0.065693431,0.156521375,0.14,0.244186047
,,,,,,,,,
2014_M_69.txt,0.275555551,0.206666667,0.413333333,0.141643055,0.10373444,0.223214286,0.177777778,0.16,0.32
,,,,,,,,,
2014_M_70.txt,0.077448745,0.044914135,0.280991736,0.006679388,0.003666841,0.037433155,0.040477338,0.039630119,0.247933884
,,,,,,,,,
2014_M_71.txt,0.155339803,0.094117647,0.444444444,0.056112222,0.03255814,0.202898551,0.085236557,0.082352941,0.388888889
,,,,,,,,,
2014_M_72.txt,0.296296291,0.281690141,0.3125,0.115789469,0.11827957,0.113402062,0.294715791,0.281690141,0.3125
,,,,,,,,,
2014_M_75.txt,0.149999995,0.138888889,0.163043478,0.027972023,0.02739726,0.028571429,0.108618524,0.101851852,0.119565217
,,,,,,,,,
2014_M_76.txt,0.135770232,0.082539683,0.382352941,0.020270267,0.012170385,0.060606061,0.078946841,0.076190476,0.352941176
,,,,,,,,,
2014_M_78.txt,0.252747248,0.196581197,0.353846154,0.081494053,0.063829787,0.112676056,0.176634841,0.158119658,0.284615385
,,,,,,,,,
2014_M_79.txt,0.170731703,0.212121212,0.142857143,0.024999996,0.0375,0.01875,0.124978839,0.166666667,0.112244898
,,,,,,,,,
2014_M_81.txt,0.208121824,0.133550489,0.471264368,0.068965514,0.043307087,0.169230769,0.110099751,0.104234528,0.367816092
,,,,,,,,,
2014_M_82.txt,0.112359546,0.142857143,0.092592593,0,0,0,0.103349822,0.142857143,0.092592593
,,,,,,,,,
2014_M_83.txt,0.206060601,0.160377358,0.288135593,0,0,0,0.115932097,0.103773585,0.186440678
,,,,,,,,,
2014_M_84.txt,0.204651158,0.191304348,0.22,0.032467527,0.030120482,0.035211268,0.193474488,0.182608696,0.21
,,,,,,,,,
2014_M_88.txt,0.266666662,0.228571429,0.32,0.087499995,0.078651685,0.098591549,0.237179487,0.214285714,0.3
,,,,,,,,,
2014_M_89.txt,0.233766229,0.205714286,0.270676692,0.043668117,0.037593985,0.052083333,0.20673749,0.188571429,0.248120301
,,,,,,,,,
2014_M_9.txt,0.237288131,0.295774648,0.198113208,0.034782604,0.043010753,0.02919708,0.168137039,0.225352113,0.150943396
,,,,,,,,,
2014_M_94.txt,0.171171166,0.140740741,0.218390805,0.053731339,0.04368932,0.069767442,0.140594791,0.125925926,0.195402299
,,,,,,,,,
2014_M_95.txt,0.201834857,0.217821782,0.188034188,0.0192926,0.024,0.016129032,0.181540886,0.198019802,0.170940171
,,,,,,,,,
2014_N_1.txt,0.116279068,0.065789474,0.5,0.029556648,0.016393443,0.15,0.062324612,0.061403509,0.466666667
,,,,,,,,,
2014_N_12.txt,0.215053759,0.161290323,0.322580645,0.007490632,0.005434783,0.012048193,0.125448029,0.112903226,0.225806452
,,,,,,,,,
2014_N_13.txt,0.17924528,0.110465116,0.475,0.123839006,0.076628352,0.322580645,0.0968363,0.093023256,0.4
,,,,,,,,,
2014_N_14.txt,0.202702698,0.214285714,0.192307692,0.018779338,0.020408163,0.017391304,0.161222772,0.171428571,0.153846154
,,,,,,,,,
2014_N_15.txt,0.203208551,0.197916667,0.208791209,0.059040585,0.057553957,0.060606061,0.181558768,0.177083333,0.186813187
,,,,,,,,,
2014_N_17.txt,0.171874996,0.130177515,0.252873563,0.086720863,0.067510549,0.121212121,0.1383203,0.124260355,0.24137931
,,,,,,,,,
2014_N_18.txt,0.099009896,0.083333333,0.12195122,0,0,0,0.08340733,0.075,0.109756098
,,,,,,,,,
2014_N_2.txt,0.270769226,0.295302013,0.25,0.101761248,0.129353234,0.083870968,0.254966223,0.281879195,0.238636364
,,,,,,,,,
2014_N_22.txt,0.153846149,0.114457831,0.234567901,0.025316451,0.018115942,0.042016807,0.113595549,0.102409639,0.209876543
,,,,,,,,,
2014_N_23.txt,0.072727268,0.074074074,0.071428571,0,0,0,0.054509427,0.055555556,0.053571429
,,,,,,,,,
2014_N_24.txt,0.311926601,0.244019139,0.43220339,0.14869888,0.111420613,0.223463687,0.219246737,0.196172249,0.347457627
,,,,,,,,,
2014_N_37.txt,0.303030298,0.23255814,0.434782609,0.180851059,0.138211382,0.261538462,0.25939743,0.23255814,0.434782609
,,,,,,,,,
2014_N_38.txt,0.385026733,0.444444444,0.339622642,0.19014084,0.245454545,0.155172414,0.340967002,0.407407407,0.311320755
,,,,,,,,,
2014_N_40.txt,0.336956517,0.525423729,0.248,0.159999996,0.271604938,0.113402062,0.256693525,0.491525424,0.232
,,,,,,,,,
2014_N_43.txt,0.453781508,0.457627119,0.45,0.289544231,0.310344828,0.271356784,0.420108738,0.423728814,0.416666667
,,,,,,,,,
2014_N_44.txt,0.448430488,0.384615385,0.537634409,0.21884498,0.184615385,0.268656716,0.314961866,0.284615385,0.397849462
,,,,,,,,,
2014_N_48.txt,0.122065725,0.072625698,0.382352941,0.025236591,0.01459854,0.093023256,0.06323629,0.061452514,0.323529412
,,,,,,,,,
2014_N_5.txt,0.222857138,0.219101124,0.226744186,0.035906638,0.035714286,0.036101083,0.188460692,0.185393258,0.191860465
,,,,,,,,,
2014_N_51.txt,0.303630358,0.302631579,0.304635762,0.065934061,0.070093458,0.062240664,0.237618586,0.236842105,0.238410596
,,,,,,,,,
2014_N_52.txt,0.448087427,0.532467532,0.386792453,0.22068965,0.271186441,0.186046512,0.416740261,0.519480519,0.377358491
,,,,,,,,,
2014_N_55.txt,0.103343463,0.059859155,0.377777778,0.017271155,0.009727626,0.076923077,0.050333192,0.049295775,0.311111111
,,,,,,,,,
2014_N_58.txt,0.258426962,0.353846154,0.203539823,0.064516125,0.103896104,0.046783626,0.207784238,0.323076923,0.185840708
,,,,,,,,,
2014_N_59.txt,0.275862064,0.281690141,0.27027027,0.133971287,0.130841121,0.137254902,0.23428227,0.23943662,0.22972973
,,,,,,,,,
2014_N_6.txt,0.139534879,0.116883117,0.173076923,0.011834315,0.009708738,0.015151515,0.130114998,0.116883117,0.173076923
,,,,,,,,,
2014_N_61.txt,0.129310341,0.087209302,0.25,0.031830235,0.020134228,0.075949367,0.087582346,0.081395349,0.233333333
,,,,,,,,,
2014_N_63.txt,0.180451123,0.164383562,0.2,0.011363631,0.01010101,0.012987013,0.14758263,0.136986301,0.166666667
,,,,,,,,,
2014_N_7.txt,0.135802465,0.105769231,0.189655172,0.042735038,0.034246575,0.056818182,0.107426196,0.096153846,0.172413793
,,,,,,,,,
2014_N_8.txt,0.318725095,0.225988701,0.540540541,0.147757252,0.103703704,0.256880734,0.228853851,0.209039548,0.5
,,,,,,,,,
2014_O_11.txt,0.146067412,0.094890511,0.317073171,0.003831414,0.002398082,0.00952381,0.06583597,0.062043796,0.207317073
,,,,,,,,,
2014_O_12.txt,0.156521734,0.133333333,0.189473684,0.030030025,0.025252525,0.037037037,0.131414362,0.118518519,0.168421053
,,,,,,,,,
2014_O_13.txt,0.305555551,0.26035503,0.369747899,0.087962958,0.079831933,0.097938144,0.268981973,0.24260355,0.344537815
,,,,,,,,,
2014_O_14.txt,0.193965514,0.125,0.432692308,0.041923548,0.026356589,0.102409639,0.129304987,0.122222222,0.423076923
,,,,,,,,,
2014_O_15.txt,0.546583846,0.586666667,0.511627907,0.38461538,0.454545455,0.333333333,0.529243401,0.573333333,0.5
,,,,,,,,,
2014_O_17.txt,0.106060601,0.084337349,0.142857143,0,0,0,0.080848694,0.072289157,0.12244898
,,,,,,,,,
2014_O_18.txt,0.232294613,0.170124481,0.366071429,0.035656398,0.024663677,0.064327485,0.137559293,0.124481328,0.267857143
,,,,,,,,,
2014_O_3.txt,0.368055551,0.306358382,0.460869565,0.176600437,0.147601476,0.21978022,0.322112468,0.289017341,0.434782609
,,,,,,,,,
2014_P_1.txt,0.326359828,0.307086614,0.348214286,0.127167625,0.126436782,0.127906977,0.298909655,0.283464567,0.321428571
,,,,,,,,,
2014_P_14.txt,0.246575338,0.214285714,0.290322581,0.112499995,0.104651163,0.121621622,0.236091992,0.214285714,0.290322581
,,,,,,,,,
2014_P_15.txt,0.19480519,0.166666667,0.234375,0.020202015,0.018348624,0.02247191,0.135354701,0.122222222,0.171875
,,,,,,,,,
2014_P_17.txt,0.558558554,0.508196721,0.62,0.405594401,0.367088608,0.453125,0.547901733,0.508196721,0.62
,,,,,,,,,
2014_P_2.txt,0.271356779,0.28125,0.262135922,0.116040951,0.1328125,0.103030303,0.250636801,0.260416667,0.242718447
,,,,,,,,,
2014_P_22.txt,0.220532315,0.261261261,0.190789474,0.060046184,0.070652174,0.052208835,0.174241342,0.216216216,0.157894737
,,,,,,,,,
2014_P_23.txt,0.34517766,0.330097087,0.361702128,0.204472838,0.216216216,0.193939394,0.303305082,0.291262136,0.319148936
,,,,,,,,,
2014_P_24.txt,0.199999996,0.137931034,0.363636364,0.043165464,0.028846154,0.085714286,0.119688958,0.110344828,0.290909091
,,,,,,,,,
2014_P_25.txt,0.428571424,0.457627119,0.402985075,0.169999995,0.172588832,0.167487685,0.377917659,0.406779661,0.358208955
,,,,,,,,,
2014_P_28.txt,0.223529407,0.171171171,0.322033898,0.134453777,0.105960265,0.183908046,0.190868462,0.171171171,0.322033898
,,,,,,,,,
2014_P_3.txt,0.112068962,0.075581395,0.216666667,0.019801976,0.013953488,0.034090909,0.081326464,0.075581395,0.216666667
,,,,,,,,,
2014_P_30.txt,0.170731704,0.107279693,0.417910448,0.05500982,0.033492823,0.153846154,0.108431012,0.103448276,0.402985075
,,,,,,,,,
2014_P_33.txt,0.312849157,0.269230769,0.373333333,0.076045623,0.062893082,0.096153846,0.297624874,0.269230769,0.373333333
,,,,,,,,,
2014_P_36.txt,0.128205123,0.103626943,0.168067227,0.008213548,0.006451613,0.011299435,0.110070568,0.098445596,0.159663866
,,,,,,,,,
2014_P_38.txt,0.323943657,0.323943662,0.323943662,0.126213587,0.13,0.122641509,0.267605634,0.267605634,0.267605634
,,,,,,,,,
2014_P_4.txt,0.091503265,0.053639847,0.311111111,0.008163263,0.004651163,0.033333333,0.054952725,0.053639847,0.311111111
,,,,,,,,,
2014_P_40.txt,0.210526311,0.2,0.222222222,0.062499995,0.061728395,0.063291139,0.191922113,0.183333333,0.203703704
,,,,,,,,,
2014_P_46.txt,0.25454545,0.231404959,0.282828283,0.058651021,0.0625,0.055248619,0.205030891,0.190082645,0.232323232
,,,,,,,,,
2014_P_47.txt,0.188679241,0.14084507,0.285714286,0.048484844,0.036036036,0.074074074,0.132891368,0.11971831,0.242857143
,,,,,,,,,
2014_P_48.txt,0.200716841,0.167664671,0.25,0.055837559,0.047826087,0.067073171,0.160067538,0.143712575,0.214285714
,,,,,,,,,
2014_P_53.txt,0.235294113,0.36,0.174757282,0.061946898,0.101449275,0.044585987,0.16147708,0.3,0.145631068
,,,,,,,,,
2014_P_55.txt,0.124999996,0.082051282,0.262295082,0.016528922,0.01056338,0.037974684,0.071016517,0.066666667,0.213114754
,,,,,,,,,
2014_P_56.txt,0.142857139,0.096774194,0.272727273,0.04132231,0.027932961,0.079365079,0.095607609,0.088709677,0.25
,,,,,,,,,
2014_P_57.txt,0.194444441,0.132075472,0.368421053,0.038694072,0.02413273,0.097560976,0.118737265,0.110062893,0.307017544
,,,,,,,,,
2014_P_60.txt,0.382775115,0.347826087,0.425531915,0.170491798,0.154761905,0.189781022,0.300218715,0.27826087,0.340425532
,,,,,,,,,
2014_P_61.txt,0.181818178,0.12804878,0.313432836,0.012499996,0.00862069,0.022727273,0.119899221,0.109756098,0.268656716
,,,,,,,,,
2014_P_64.txt,0.079903145,0.046218487,0.294642857,0.01731102,0.009603073,0.087719298,0.044314648,0.043417367,0.276785714
,,,,,,,,,
2014_P_66.txt,0.301255225,0.283464567,0.321428571,0.09315068,0.090425532,0.096045198,0.232485287,0.220472441,0.25
,,,,,,,,,
2014_P_68.txt,0.092485544,0.086956522,0.098765432,0.009049769,0.008474576,0.009708738,0.091746691,0.086956522,0.098765432
,,,,,,,,,
2014_P_69.txt,0.173410401,0.12145749,0.303030303,0.026315785,0.018372703,0.046357616,0.097123842,0.089068826,0.222222222
,,,,,,,,,
2014_P_77.txt,0.180555551,0.173333333,0.188405797,0.082051277,0.079207921,0.085106383,0.166090961,0.16,0.173913043
,,,,,,,,,
2014_P_78.txt,0.190871365,0.152317881,0.255555556,0.0297619,0.024038462,0.0390625,0.14073008,0.125827815,0.211111111
,,,,,,,,,
2014_P_80.txt,0.546511623,0.55952381,0.534090909,0.33884297,0.344537815,0.333333333,0.499460043,0.511904762,0.488636364
,,,,,,,,,
2014_P_82.txt,0.090909086,0.072164948,0.122807018,0.008438814,0.006756757,0.011235955,0.069177841,0.06185567,0.105263158
,,,,,,,,,
2014_P_85.txt,0.262135917,0.259615385,0.264705882,0.086666662,0.087837838,0.085526316,0.194138162,0.192307692,0.196078431
,,,,,,,,,
2014_P_9.txt,0.122448975,0.12295082,0.12195122,0.005586587,0.006622517,0.004830918,0.089792927,0.090163934,0.089430894
,,,,,,,,,
2014_R_1.txt,0.2118863,0.162698413,0.303703704,0.036789293,0.028645833,0.051401869,0.168208719,0.150793651,0.281481481
,,,,,,,,,
2014_R_100.txt,0.229249007,0.213235294,0.247863248,0.072222217,0.064676617,0.081761006,0.211071274,0.198529412,0.230769231
,,,,,,,,,
2014_R_103.txt,0.251162786,0.1875,0.38028169,0.086206892,0.06147541,0.144230769,0.192716877,0.173611111,0.352112676
,,,,,,,,,
2014_R_104.txt,0.153846149,0.2,0.125,0.008298751,0.011235955,0.006578947,0.118222437,0.169230769,0.105769231
,,,,,,,,,
2014_R_106.txt,0.245508978,0.176724138,0.401960784,0.064150939,0.045945946,0.10625,0.175403753,0.159482759,0.362745098
,,,,,,,,,
2014_R_108.txt,0.274809155,0.3,0.253521127,0.099502483,0.106382979,0.093457944,0.210788781,0.233333333,0.197183099
,,,,,,,,,
2014_R_109.txt,0.184466015,0.128378378,0.327586207,0.040404036,0.027777778,0.074074074,0.139687347,0.128378378,0.327586207
,,,,,,,,,
2014_R_12.txt,0.159999995,0.170212766,0.150943396,0.030534346,0.030769231,0.03030303,0.158860309,0.170212766,0.150943396
,,,,,,,,,
2014_R_14.txt,0.112903222,0.074468085,0.233333333,0.011235952,0.007194245,0.025641026,0.056764119,0.053191489,0.166666667
,,,,,,,,,
2014_R_15.txt,0.131455395,0.095238095,0.212121212,0.033112579,0.023809524,0.054347826,0.104938801,0.095238095,0.212121212
,,,,,,,,,
2014_R_16.txt,0.145454541,0.107142857,0.226415094,0.007490633,0.005181347,0.013513514,0.079047242,0.071428571,0.150943396
,,,,,,,,,
2014_R_17.txt,0.124999996,0.082926829,0.253731343,0.031331589,0.020905923,0.0625,0.057386768,0.053658537,0.164179104
,,,,,,,,,
2014_R_18.txt,0.211920525,0.172043011,0.275862069,0.053333329,0.041958042,0.073170732,0.144232588,0.129032258,0.206896552
,,,,,,,,,
2014_R_2.txt,0.347368416,0.294642857,0.423076923,0.177474398,0.156626506,0.204724409,0.287426309,0.258928571,0.371794872
,,,,,,,,,
2014_R_22.txt,0.264900658,0.209424084,0.36036036,0.122047239,0.096273292,0.166666667,0.181496207,0.162303665,0.279279279
,,,,,,,,,
2014_R_24.txt,0.244897956,0.151898734,0.631578947,0.076677314,0.044444444,0.279069767,0.151876983,0.14556962,0.605263158
,,,,,,,,,
2014_R_25.txt,0.137096769,0.124087591,0.153153153,0.031830234,0.029126214,0.035087719,0.118393474,0.109489051,0.135135135
,,,,,,,,,
2014_R_28.txt,0.097902093,0.097222222,0.098591549,0,0,0,0.083907878,0.083333333,0.084507042
,,,,,,,,,
2014_R_29.txt,0.216417906,0.189542484,0.252173913,0.064516124,0.055793991,0.076470588,0.179492134,0.163398693,0.217391304
,,,,,,,,,
2014_R_3.txt,0.157024789,0.117283951,0.2375,0.017964068,0.013100437,0.028571429,0.109646464,0.098765432,0.2
,,,,,,,,,
2014_R_31.txt,0.162790693,0.194444444,0.14,0.031746027,0.046511628,0.024096386,0.154797968,0.194444444,0.14
,,,,,,,,,
2014_R_32.txt,0.16314199,0.114893617,0.28125,0.026415091,0.017721519,0.051851852,0.116213677,0.106382979,0.260416667
,,,,,,,,,
2014_R_35.txt,0.292207788,0.387931034,0.234375,0.074766351,0.114285714,0.055555556,0.192221498,0.284482759,0.171875
,,,,,,,,,
2014_R_37.txt,0.270270265,0.227272727,0.333333333,0.074999995,0.065217391,0.088235294,0.180570695,0.162337662,0.238095238
,,,,,,,,,
2014_R_39.txt,0.26315789,0.198412698,0.390625,0.070588231,0.052325581,0.108433735,0.141237205,0.126984127,0.25
,,,,,,,,,
2014_R_4.txt,0.179372193,0.137931034,0.256410256,0.041666662,0.031111111,0.063063063,0.138500564,0.124137931,0.230769231
,,,,,,,,,
2014_R_41.txt,0.053691272,0.034482759,0.121212121,0,0,0,0.036434618,0.034482759,0.121212121
,,,,,,,,,
2014_R_43.txt,0.100227788,0.056847545,0.423076923,0.016415867,0.009188361,0.076923077,0.05773384,0.056847545,0.423076923
,,,,,,,,,
2014_R_44.txt,0.047999995,0.036585366,0.069767442,0,0,0,0.027178126,0.024390244,0.046511628
,,,,,,,,,
2014_R_46.txt,0.125874121,0.134328358,0.118421053,0,0,0,0.097135611,0.104477612,0.092105263
,,,,,,,,,
2014_R_47.txt,0.40243902,0.532258065,0.323529412,0.193548383,0.3,0.142857143,0.296025658,0.435483871,0.264705882
,,,,,,,,,
2014_R_56.txt,0.312499996,0.483870968,0.230769231,0.163398689,0.308641975,0.111111111,0.238502575,0.451612903,0.215384615
,,,,,,,,,
2014_R_57.txt,0.18461538,0.1875,0.181818182,0,0,0,0.092264027,0.09375,0.090909091
,,,,,,,,,
2014_R_6.txt,0.180790956,0.136752137,0.266666667,0.006920411,0.004926108,0.011627907,0.152190813,0.136752137,0.266666667
,,,,,,,,,
2014_R_60.txt,0.256097556,0.221052632,0.304347826,0.043668117,0.03649635,0.054347826,0.186001329,0.168421053,0.231884058
,,,,,,,,,
2014_R_62.txt,0.149425283,0.125,0.185714286,0,0,0,0.117773854,0.105769231,0.157142857
,,,,,,,,,
2014_R_67.txt,0.251748247,0.36,0.193548387,0.175609752,0.272727273,0.129496403,0.203939928,0.34,0.182795699
,,,,,,,,,
2014_R_7.txt,0.171673815,0.131578947,0.24691358,0.011299431,0.008333333,0.01754386,0.110053821,0.098684211,0.185185185
,,,,,,,,,
2014_R_70.txt,0.252873559,0.4,0.18487395,0.108695648,0.223880597,0.071770335,0.194922697,0.381818182,0.176470588
,,,,,,,,,
2014_R_76.txt,0.238095233,0.325443787,0.187713311,0.064757156,0.102362205,0.047358834,0.183174661,0.284023669,0.163822526
,,,,,,,,,
2014_R_78.txt,0.170212761,0.235294118,0.133333333,0.018018014,0.026315789,0.01369863,0.111772632,0.176470588,0.1
