"Rank #3 (Only Reaseach Paper based formula)                                                                                                                                                                                                         The only formula used for sentence scoring is                                                                                                                                                                                               Wnew = Wold + (sd * (1.5*L + 0.2*d + 0.3*e)) / length(Sentence), where                                                                                                                                                 Wnew : New sentence score Wold : Old sentence score                                                                                                                                                                                      sd : standard deviantion of sentence scores                                                                                                                                                                                                            L : Number of legal terms in the sentence                                                                                                                                                                                                                      d : Total count of numeric digits (like year, case number, act, sec, rule etc)                                                                                                                                                      e : number of entities present in the sentences                                                                                                                                                                                                 Note:We haven't given higher tfidf score for the legal terms.All terms tfidf score are given based on their occurence in the document only.        Number of Documents on which scores is calcuated :7090 Documents",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
File Name,Rouge-1 F,Rouge-1 P,Rouge-1 R,Rouge-2 F,Rouge-2 P,Rouge-2 R,Rouge-L F,Rouge-L P,Rouge-L R
,,,,,,,,,
,,,,,,,,,
2010_U_73.txt,0.206278023,0.323943662,0.151315789,0.032258061,0.058139535,0.022321429,0.145462758,0.281690141,0.131578947
,,,,,,,,,
2010_U_74.txt,0.242661444,0.185074627,0.352272727,0.04333694,0.034482759,0.058309038,0.192943268,0.173134328,0.329545455
,,,,,,,,,
2010_U_77.txt,0.088235289,0.078947368,0.1,0.024096381,0.023809524,0.024390244,0.08589017,0.078947368,0.1
,,,,,,,,,
2010_U_79.txt,0.361963186,0.262222222,0.584158416,0.212230212,0.144963145,0.395973154,0.284029387,0.257777778,0.574257426
,,,,,,,,,
2010_U_8.txt,0.385474856,0.616071429,0.280487805,0.182380213,0.36196319,0.121900826,0.291489052,0.580357143,0.264227642
,,,,,,,,,
2010_U_82.txt,0.356756752,0.492537313,0.279661017,0.238095234,0.384615385,0.172413793,0.293653909,0.462686567,0.262711864
,,,,,,,,,
2010_U_83.txt,0.221574339,0.299212598,0.175925926,0.07467532,0.121052632,0.05399061,0.119086722,0.181102362,0.106481481
,,,,,,,,,
2010_U_84.txt,0.340694002,0.453781513,0.272727273,0.165103185,0.261904762,0.120547945,0.288076243,0.428571429,0.257575758
,,,,,,,,,
2010_U_86.txt,0.367911475,0.387755102,0.35,0.159304847,0.182724252,0.141206675,0.327473166,0.346938776,0.313157895
,,,,,,,,,
2010_U_90.txt,0.33884297,0.405940594,0.290780142,0.226315785,0.296551724,0.182978723,0.30603659,0.386138614,0.276595745
,,,,,,,,,
2010_U_94.txt,0.411764701,0.470588235,0.366013072,0.176190471,0.215116279,0.149193548,0.349539069,0.411764706,0.320261438
,,,,,,,,,
2010_U_95.txt,0.281914889,0.31547619,0.254807692,0.107594932,0.13229572,0.090666667,0.244527145,0.279761905,0.225961538
,,,,,,,,,
2010_U_96.txt,0.224409445,0.148825065,0.456,0.064876954,0.042335766,0.138755981,0.128432828,0.120104439,0.368
,,,,,,,,,
2010_U_97.txt,0.292682922,0.302521008,0.283464567,0.071794867,0.0875,0.060869565,0.251501121,0.260504202,0.244094488
,,,,,,,,,
2010_U_98.txt,0.343434339,0.418032787,0.291428571,0.200378067,0.281914894,0.15542522,0.304440991,0.393442623,0.274285714
,,,,,,,,,
2010_V_1.txt,0.341880338,0.701754386,0.225988701,0.098522164,0.238095238,0.062111801,0.223261936,0.649122807,0.209039548
,,,,,,,,,
2010_V_10.txt,0.262626258,0.240740741,0.288888889,0.058252422,0.056962025,0.059602649,0.228576083,0.212962963,0.255555556
,,,,,,,,,
2010_V_12.txt,0.338461534,0.447154472,0.272277228,0.143410848,0.212643678,0.108187135,0.271270157,0.398373984,0.242574257
,,,,,,,,,
2010_V_17.txt,0.369747896,0.846153846,0.23655914,0.201183429,0.653846154,0.118881119,0.249594553,0.846153846,0.23655914
,,,,,,,,,
2010_V_18.txt,0.120481923,0.1171875,0.123966942,0.024242419,0.027173913,0.021881838,0.108262748,0.10546875,0.111570248
,,,,,,,,,
2010_V_20.txt,0.377358486,0.510204082,0.299401198,0.193832595,0.309859155,0.141025641,0.321445776,0.489795918,0.28742515
,,,,,,,,,
2010_V_22.txt,0.154666662,0.136150235,0.179012346,0.039344257,0.035820896,0.043636364,0.128660361,0.117370892,0.154320988
,,,,,,,,,
2010_V_27.txt,0.459143964,0.513043478,0.415492958,0.325459313,0.418918919,0.266094421,0.434101789,0.495652174,0.401408451
,,,,,,,,,
2010_V_28.txt,0.339240501,0.387283237,0.301801802,0.165554067,0.212328767,0.135667396,0.304688728,0.358381503,0.279279279
,,,,,,,,,
2010_V_31.txt,0.187499995,0.214285714,0.166666667,0.056818177,0.067567568,0.049019608,0.166744403,0.196428571,0.152777778
,,,,,,,,,
2010_V_32.txt,0.228136878,0.315789474,0.178571429,0.064965193,0.106870229,0.046666667,0.159666884,0.252631579,0.142857143
,,,,,,,,,
2010_V_35.txt,0.232478628,0.204204204,0.26984127,0.075546715,0.0670194,0.086560364,0.197690701,0.18018018,0.238095238
,,,,,,,,,
2010_V_38.txt,0.325581391,0.253289474,0.455621302,0.129963894,0.104854369,0.170886076,0.253556811,0.226973684,0.408284024
,,,,,,,,,
2010_V_40.txt,0.281249995,0.3515625,0.234375,0.124087587,0.178947368,0.094972067,0.232142857,0.3125,0.208333333
,,,,,,,,,
2010_V_44.txt,0.268571424,0.252688172,0.286585366,0.081415924,0.083636364,0.079310345,0.238125726,0.225806452,0.256097561
,,,,,,,,,
2010_V_45.txt,0.162162157,0.141891892,0.189189189,0.042666662,0.03960396,0.046242775,0.126225126,0.114864865,0.153153153
,,,,,,,,,
2010_V_47.txt,0.266666663,0.483516484,0.184100418,0.113274333,0.258064516,0.072562358,0.177062911,0.428571429,0.163179916
,,,,,,,,,
2010_V_48.txt,0.141509431,0.365853659,0.087719298,0.042666664,0.153846154,0.024767802,0.085400814,0.341463415,0.081871345
,,,,,,,,,
2010_V_6.txt,0.211055272,0.283783784,0.168,0.051282047,0.082474227,0.037209302,0.161052499,0.243243243,0.144
,,,,,,,,,
2010_V_7.txt,0.172043007,0.303797468,0.12,0.055674515,0.125,0.035812672,0.130669834,0.303797468,0.12
,,,,,,,,,
2010_V_8.txt,0.23050847,0.208588957,0.257575758,0.068686864,0.064885496,0.072961373,0.212311342,0.196319018,0.242424242
,,,,,,,,,
2010_W_1.txt,0.267716531,0.306306306,0.237762238,0.069135798,0.098591549,0.053231939,0.198521007,0.234234234,0.181818182
,,,,,,,,,
2010_W_4.txt,0.348082591,0.504273504,0.265765766,0.140350873,0.23255814,0.100502513,0.215890312,0.367521368,0.193693694
,,,,,,,,,
2010_W_5.txt,0.26523297,0.296,0.24025974,0.112612608,0.14619883,0.091575092,0.203534313,0.232,0.188311688
,,,,,,,,,
2010_W_6.txt,0.359663861,0.390510949,0.333333333,0.169590638,0.197278912,0.148717949,0.282214275,0.310218978,0.264797508
,,,,,,,,,
2010_Y_3.txt,0.277992273,0.290322581,0.266666667,0.128440362,0.14973262,0.112449799,0.246217597,0.258064516,0.237037037
,,,,,,,,,
2010_Z_1.txt,0.252631574,0.3,0.218181818,0.055172409,0.076923077,0.043010753,0.190721649,0.2375,0.172727273
,,,,,,,,,
2010_Z_3.txt,0.094240834,0.059405941,0.227848101,0.01298701,0.008196721,0.03125,0.058876063,0.056105611,0.215189873
,,,,,,,,,
2011_A_1.txt,0.283053999,0.253333333,0.320675105,0.106106101,0.100952381,0.111814346,0.253815652,0.233333333,0.29535865
,,,,,,,,,
2011_A_11.txt,0.007352941,0.003696858,0.666666667,0,0,0,0.003696971,0.003696858,0.666666667
,,,,,,,,,
2011_A_17.txt,0.178217817,0.138461538,0.25,0.079999995,0.062052506,0.112554113,0.150362922,0.134615385,0.243055556
,,,,,,,,,
2011_A_18.txt,0.318042809,0.422764228,0.254901961,0.155802858,0.273743017,0.108888889,0.268634044,0.398373984,0.240196078
,,,,,,,,,
2011_A_19.txt,0.242424237,0.257425743,0.22907489,0.091168086,0.109215017,0.078239609,0.213010352,0.227722772,0.202643172
,,,,,,,,,
2011_A_20.txt,0.079207919,0.045627376,0.3,0.012244896,0.006833713,0.058823529,0.04264256,0.041825095,0.275
,,,,,,,,,
2011_A_21.txt,0.275409831,0.306569343,0.25,0.138461534,0.171428571,0.116129032,0.257038678,0.291970803,0.238095238
,,,,,,,,,
2011_A_22.txt,0.415417554,0.354014599,0.502590674,0.190476186,0.150537634,0.259259259,0.368213934,0.332116788,0.471502591
,,,,,,,,,
2011_A_23.txt,0.155102037,0.246753247,0.113095238,0.02583979,0.052631579,0.017123288,0.10512325,0.207792208,0.095238095
,,,,,,,,,
2011_A_25.txt,0.32624113,0.345864662,0.308724832,0.10412147,0.124352332,0.089552239,0.253691049,0.270676692,0.241610738
,,,,,,,,,
2011_A_27.txt,0.348785867,0.323770492,0.377990431,0.109916363,0.101321586,0.120104439,0.331605281,0.31147541,0.363636364
,,,,,,,,,
2011_A_29.txt,0.390243898,0.553846154,0.30125523,0.25328947,0.4375,0.178240741,0.312917682,0.515384615,0.280334728
,,,,,,,,,
2011_A_30.txt,0.363636359,0.543478261,0.273224044,0.149999996,0.267123288,0.104278075,0.285469964,0.510869565,0.256830601
,,,,,,,,,
2011_A_31.txt,0.318032782,0.45971564,0.243107769,0.142031375,0.219387755,0.105006105,0.215134966,0.36492891,0.192982456
,,,,,,,,,
2011_A_32.txt,0.312796204,0.336734694,0.292035398,0.055900616,0.068181818,0.047368421,0.197070244,0.214285714,0.185840708
,,,,,,,,,
2011_A_33.txt,0.342857138,0.477272727,0.267515924,0.045685275,0.078947368,0.032142857,0.234867781,0.375,0.210191083
,,,,,,,,,
2011_A_35.txt,0.291139236,0.321678322,0.265895954,0.092307687,0.107142857,0.081081081,0.267375256,0.300699301,0.248554913
,,,,,,,,,
2011_A_36.txt,0.245398768,0.3125,0.202020202,0.093220334,0.122222222,0.075342466,0.135311734,0.1875,0.121212121
,,,,,,,,,
2011_A_38.txt,0.258278141,0.250803859,0.266211604,0.072289152,0.081419624,0.065,0.208239716,0.202572347,0.215017065
,,,,,,,,,
2011_A_39.txt,0.234636867,0.167108753,0.39375,0.086247082,0.062184874,0.140684411,0.159939557,0.145888594,0.34375
,,,,,,,,,
2011_A_4.txt,0.303393209,0.267605634,0.350230415,0.108827081,0.098901099,0.120967742,0.266098322,0.242957746,0.31797235
,,,,,,,,,
2011_A_40.txt,0.342939476,0.327823691,0.359516616,0.190255215,0.197749196,0.183308495,0.318533142,0.305785124,0.335347432
,,,,,,,,,
2011_A_41.txt,0.216783212,0.22962963,0.205298013,0.061135366,0.06763285,0.055776892,0.208489248,0.222222222,0.198675497
,,,,,,,,,
2011_A_42.txt,0.273255809,0.23857868,0.319727891,0.059649118,0.050746269,0.072340426,0.228900555,0.208121827,0.278911565
,,,,,,,,,
2011_A_45.txt,0.243523311,0.208888889,0.291925466,0.078616347,0.068493151,0.092250923,0.221317836,0.2,0.279503106
,,,,,,,,,
2011_A_46.txt,0.249999995,0.233918129,0.268456376,0.041353378,0.039285714,0.043650794,0.222902785,0.210526316,0.241610738
,,,,,,,,,
2011_A_50.txt,0.298642529,0.34375,0.264,0.152112671,0.201492537,0.122171946,0.262602714,0.3125,0.24
,,,,,,,,,
2011_A_52.txt,0.142857138,0.151515152,0.135135135,0.032362455,0.035971223,0.029411765,0.123008815,0.131313131,0.117117117
,,,,,,,,,
2011_A_6.txt,0.264984223,0.53164557,0.176470588,0.111486484,0.305555556,0.068181818,0.189001805,0.53164557,0.176470588
,,,,,,,,,
2011_A_62.txt,0.217105259,0.162561576,0.326732673,0.056644876,0.043333333,0.081761006,0.158677433,0.142857143,0.287128713
,,,,,,,,,
2011_A_65.txt,0.303030298,0.326086957,0.283018868,0.148471611,0.183783784,0.124542125,0.246703735,0.268115942,0.232704403
,,,,,,,,,
2011_A_66.txt,0.362962958,0.453703704,0.302469136,0.226640155,0.345454545,0.168639053,0.316402116,0.425925926,0.283950617
,,,,,,,,,
2011_A_67.txt,0.144486687,0.171171171,0.125,0.004975119,0.005847953,0.004329004,0.123420951,0.153153153,0.111842105
,,,,,,,,,
2011_A_68.txt,0.213483143,0.513513514,0.134751773,0.078175893,0.25,0.046332046,0.126582323,0.459459459,0.120567376
,,,,,,,,,
2011_A_7.txt,0.273972598,0.294117647,0.256410256,0.055555551,0.066298343,0.047808765,0.210364215,0.227941176,0.198717949
,,,,,,,,,
2011_A_76.txt,0.283582086,0.537735849,0.192567568,0.103797465,0.23699422,0.066450567,0.167636239,0.433962264,0.155405405
,,,,,,,,,
2011_A_77.txt,0.233009704,0.315789474,0.184615385,0.079207916,0.12195122,0.058651026,0.177785129,0.271929825,0.158974359
,,,,,,,,,
2011_A_82.txt,0.25242718,0.3,0.217877095,0.030710168,0.040609137,0.024691358,0.222113049,0.276923077,0.201117318
,,,,,,,,,
2011_A_83.txt,0.33876221,0.422764228,0.282608696,0.149312373,0.214689266,0.114457831,0.28457224,0.382113821,0.255434783
,,,,,,,,,
2011_A_84.txt,0.416666662,0.661764706,0.304054054,0.177897571,0.379310345,0.116197183,0.276005111,0.544117647,0.25
,,,,,,,,,
2011_A_91.txt,0.355029581,0.483870968,0.280373832,0.206349202,0.317073171,0.152941176,0.282164263,0.435483871,0.252336449
,,,,,,,,,
2011_A_93.txt,0.218274107,0.17768595,0.282894737,0.053727329,0.042194093,0.073937153,0.175488128,0.157024793,0.25
,,,,,,,,,
2011_A_94.txt,0.131868127,0.152542373,0.116129032,0.020202015,0.025477707,0.016736402,0.106063884,0.127118644,0.096774194
,,,,,,,,,
2011_B_10.txt,0.241691838,0.197044335,0.3125,0.076628348,0.063291139,0.097087379,0.170644637,0.15270936,0.2421875
,,,,,,,,,
2011_B_12.txt,0.275590546,0.284552846,0.267175573,0.039999995,0.041450777,0.038647343,0.220036321,0.227642276,0.213740458
,,,,,,,,,
2011_B_15.txt,0.188461534,0.163879599,0.221719457,0.047281319,0.042462845,0.053333333,0.147360836,0.133779264,0.180995475
,,,,,,,,,
2011_B_17.txt,0.171428567,0.201492537,0.149171271,0.028397561,0.038888889,0.022364217,0.139936743,0.171641791,0.127071823
,,,,,,,,,
2011_B_19.txt,0.256410252,0.316455696,0.215517241,0.061224485,0.090909091,0.046153846,0.182207811,0.240506329,0.163793103
,,,,,,,,,
2011_B_21.txt,0.399999995,0.415540541,0.385579937,0.180694976,0.188709677,0.173333333,0.353484133,0.368243243,0.34169279
,,,,,,,,,
2011_B_23.txt,0.256239597,0.169603524,0.523809524,0.092896171,0.061445783,0.190298507,0.148281162,0.13876652,0.428571429
,,,,,,,,,
2011_B_3.txt,0.222797923,0.349593496,0.163498099,0.052126196,0.09947644,0.035315985,0.147136635,0.284552846,0.133079848
,,,,,,,,,
2011_B_31.txt,0.071428568,0.142857143,0.047619048,0.006006002,0.012048193,0.004,0.051020408,0.142857143,0.047619048
,,,,,,,,,
2011_B_33.txt,0.467605629,0.5,0.439153439,0.235099333,0.26394052,0.211940299,0.435793358,0.469879518,0.412698413
,,,,,,,,,
2011_B_34.txt,0.101123591,0.131386861,0.082191781,0.00330578,0.004329004,0.002673797,0.091866713,0.131386861,0.082191781
,,,,,,,,,
2011_B_35.txt,0.36575875,0.528089888,0.279761905,0.171557558,0.296875,0.120634921,0.265449957,0.449438202,0.238095238
,,,,,,,,,
2011_B_39.txt,0.244186042,0.276315789,0.21875,0.075117366,0.088888889,0.06504065,0.181211623,0.210526316,0.166666667
,,,,,,,,,
2011_B_4.txt,0.234693873,0.383333333,0.169117647,0.054237284,0.105263158,0.03652968,0.145610253,0.3,0.132352941
,,,,,,,,,
2011_B_44.txt,0.409638549,0.447368421,0.377777778,0.194736837,0.23566879,0.165919283,0.356411433,0.394736842,0.333333333
,,,,,,,,,
2011_B_47.txt,0.194513711,0.198979592,0.190243902,0.065522616,0.078651685,0.056149733,0.164422963,0.168367347,0.16097561
,,,,,,,,,
2011_B_50.txt,0.255813949,0.464788732,0.176470588,0.109936572,0.279569892,0.068421053,0.174029311,0.422535211,0.160427807
,,,,,,,,,
2011_B_56.txt,0.151394418,0.223529412,0.114457831,0.03563474,0.06557377,0.024464832,0.107257295,0.188235294,0.096385542
,,,,,,,,,
2011_B_59.txt,0.28444444,0.32,0.256,0.120512816,0.15210356,0.099787686,0.221269841,0.255,0.204
,,,,,,,,,
2011_B_61.txt,0.312811975,0.298412698,0.328671329,0.111561861,0.110887097,0.112244898,0.28817863,0.276190476,0.304195804
,,,,,,,,,
2011_B_65.txt,0.319526623,0.42519685,0.255924171,0.124203817,0.202072539,0.089655172,0.24912356,0.37007874,0.222748815
,,,,,,,,,
2011_B_67.txt,0.195121946,0.19047619,0.2,0.026200868,0.026785714,0.025641026,0.182709577,0.178571429,0.1875
,,,,,,,,,
2011_B_68.txt,0.236024841,0.487179487,0.155737705,0.07326007,0.196078431,0.045045045,0.166222528,0.487179487,0.155737705
,,,,,,,,,
2011_B_8.txt,0.285714282,0.555555556,0.192307692,0.091666664,0.25,0.056122449,0.1964354,0.527777778,0.182692308
,,,,,,,,,
2011_C_1.txt,0.449704138,0.655172414,0.342342342,0.30971993,0.492146597,0.225961538,0.376381465,0.646551724,0.337837838
,,,,,,,,,
2011_C_10.txt,0.285714281,0.253333333,0.327586207,0.103092779,0.093457944,0.114942529,0.262245396,0.24,0.310344828
,,,,,,,,,
2011_C_13.txt,0.263374481,0.355555556,0.209150327,0.045454541,0.075630252,0.032490975,0.190052051,0.288888889,0.169934641
,,,,,,,,,
2011_C_20.txt,0.217948713,0.265625,0.184782609,0.052738332,0.068421053,0.04290429,0.16894177,0.21875,0.152173913
,,,,,,,,,
2011_C_23.txt,0.132530116,0.144736842,0.122222222,0.010968916,0.012244898,0.009933775,0.130684192,0.144736842,0.122222222
,,,,,,,,,
2011_C_24.txt,0.214532867,0.240310078,0.19375,0.073770487,0.096256684,0.059800664,0.182694829,0.209302326,0.16875
,,,,,,,,,
2011_C_26.txt,0.345724902,0.302931596,0.402597403,0.093418254,0.080733945,0.110831234,0.293353741,0.267100977,0.354978355
,,,,,,,,,
2011_C_28.txt,0.235714281,0.22147651,0.251908397,0.067510544,0.066115702,0.068965517,0.177113556,0.167785235,0.190839695
,,,,,,,,,
2011_C_31.txt,0.67741935,0.626865672,0.736842105,0.447368416,0.430379747,0.465753425,0.668776597,0.626865672,0.736842105
,,,,,,,,,
2011_C_32.txt,0.31100478,0.315533981,0.306603774,0.114874811,0.123417722,0.107438017,0.272614957,0.276699029,0.268867925
,,,,,,,,,
2011_C_33.txt,0.238805965,0.307692308,0.195121951,0.043478256,0.063291139,0.033112583,0.197558875,0.278846154,0.176829268
,,,,,,,,,
2011_C_34.txt,0.243308998,0.34965035,0.186567164,0.093704242,0.163265306,0.065708419,0.19975178,0.335664336,0.179104478
,,,,,,,,,
2011_C_35.txt,0.357771256,0.39869281,0.324468085,0.133802812,0.168888889,0.110787172,0.304501582,0.346405229,0.281914894
,,,,,,,,,
2011_C_36.txt,0.277173908,0.252475248,0.307228916,0.096124026,0.089855072,0.103333333,0.224013912,0.207920792,0.253012048
,,,,,,,,,
2011_C_39.txt,0.282208585,0.534883721,0.191666667,0.18333333,0.431372549,0.116402116,0.188784331,0.488372093,0.175
,,,,,,,,,
2011_C_43.txt,0.005698005,0.002881844,0.25,0,0,0,0.002882223,0.002881844,0.25
,,,,,,,,,
2011_C_44.txt,0.232445516,0.226415094,0.23880597,0.067349922,0.068862275,0.065902579,0.14507277,0.141509434,0.149253731
,,,,,,,,,
2011_C_5.txt,0.237113397,0.298701299,0.196581197,0.074962514,0.099206349,0.060240964,0.162041954,0.220779221,0.145299145
,,,,,,,,,
2011_C_50.txt,0.23484848,0.295238095,0.194968553,0.059090905,0.094890511,0.04290429,0.182325782,0.247619048,0.163522013
,,,,,,,,,
2011_C_53.txt,0.262411343,0.324561404,0.220238095,0.075630247,0.104046243,0.059405941,0.238450592,0.315789474,0.214285714
,,,,,,,,,
2011_C_56.txt,0.269662917,0.404494382,0.202247191,0.119587625,0.202797203,0.084795322,0.199750312,0.359550562,0.179775281
,,,,,,,,,
2011_C_58.txt,0.203947364,0.164021164,0.269565217,0.020920497,0.017241379,0.026595745,0.136090232,0.121693122,0.2
,,,,,,,,,
2011_C_59.txt,0.268199229,0.308370044,0.237288136,0.099778266,0.135951662,0.078809107,0.248414574,0.295154185,0.227118644
,,,,,,,,,
2011_C_62.txt,0.387811629,0.443037975,0.344827586,0.212025312,0.282700422,0.169620253,0.338666726,0.398734177,0.310344828
,,,,,,,,,
2011_C_63.txt,0.358565732,0.398230088,0.326086957,0.134999995,0.178807947,0.108433735,0.28132565,0.318584071,0.260869565
,,,,,,,,,
2011_C_64.txt,0.219858151,0.274336283,0.183431953,0.081632648,0.109090909,0.065217391,0.191168454,0.256637168,0.171597633
,,,,,,,,,
2011_C_66.txt,0.20846905,0.231884058,0.189349112,0.041493771,0.054644809,0.033444816,0.166029478,0.188405797,0.153846154
,,,,,,,,,
2011_C_67.txt,0.295857983,0.301204819,0.290697674,0.12411347,0.137254902,0.113268608,0.224710496,0.228915663,0.220930233
,,,,,,,,,
2011_C_68.txt,0.192052975,0.2,0.184713376,0.059322029,0.07106599,0.050909091,0.18484768,0.193103448,0.178343949
,,,,,,,,,
2011_C_71.txt,0.405555551,0.447852761,0.370558376,0.233438481,0.286821705,0.196808511,0.360295989,0.404907975,0.335025381
,,,,,,,,,
2011_C_72.txt,0.262948202,0.286956522,0.242647059,0.114583329,0.145695364,0.094420601,0.235766095,0.260869565,0.220588235
,,,,,,,,,
2011_C_74.txt,0.435185181,0.594936709,0.343065693,0.295081963,0.428571429,0.225,0.37542847,0.582278481,0.335766423
,,,,,,,,,
2011_C_77.txt,0.259259255,0.343137255,0.208333333,0.068181814,0.111940299,0.049019608,0.219672436,0.323529412,0.196428571
,,,,,,,,,
2011_C_78.txt,0.299674263,0.469387755,0.220095694,0.144628096,0.301724138,0.095108696,0.222229813,0.428571429,0.200956938
,,,,,,,,,
2011_C_8.txt,0.379844956,0.422413793,0.345070423,0.192219675,0.230769231,0.164705882,0.288767375,0.327586207,0.267605634
,,,,,,,,,
2011_C_80.txt,0.47058823,0.533333333,0.421052632,0.342857138,0.4,0.3,0.458080907,0.533333333,0.421052632
,,,,,,,,,
2011_C_81.txt,0.372413789,0.675,0.257142857,0.242171187,0.585858586,0.152631579,0.273866776,0.6625,0.252380952
,,,,,,,,,
2011_C_82.txt,0.234817809,0.358024691,0.174698795,0.051020404,0.089285714,0.035714286,0.167052279,0.308641975,0.15060241
,,,,,,,,,
2011_C_84.txt,0.362264146,0.539325843,0.272727273,0.154195007,0.23943662,0.113712375,0.26534703,0.471910112,0.238636364
,,,,,,,,,
2011_C_86.txt,0.42553191,0.609756098,0.326797386,0.135593216,0.226415094,0.096774194,0.306218931,0.512195122,0.274509804
,,,,,,,,,
2011_C_87.txt,0.218289081,0.291338583,0.174528302,0.058823525,0.08839779,0.044077135,0.158267893,0.236220472,0.141509434
,,,,,,,,,
2011_C_89.txt,0.349344974,0.666666667,0.236686391,0.146739127,0.36,0.092150171,0.229593467,0.6,0.213017751
,,,,,,,,,
2011_C_93.txt,0.374468081,0.523809524,0.291390728,0.148936166,0.225806452,0.111111111,0.288533832,0.464285714,0.258278146
,,,,,,,,,
2011_C_94.txt,0.396460172,0.535885167,0.314606742,0.195804192,0.314214464,0.14221219,0.314148093,0.4784689,0.280898876
,,,,,,,,,
2011_C_95.txt,0.259433957,0.331325301,0.213178295,0.050209201,0.074688797,0.037815126,0.216389624,0.301204819,0.19379845
,,,,,,,,,
2011_C_97.txt,0.2536023,0.255813953,0.251428571,0.095382281,0.097222222,0.093610698,0.239157334,0.24127907,0.237142857
,,,,,,,,,
2011_C_98.txt,0.250372573,0.211586902,0.306569343,0.089337171,0.077306733,0.105802048,0.215496763,0.19395466,0.281021898
,,,,,,,,,
2011_D_10.txt,0.206666662,0.300970874,0.157360406,0.035363454,0.059210526,0.025210084,0.164008423,0.281553398,0.147208122
,,,,,,,,,
2011_D_12.txt,0.316831678,0.396694215,0.263736264,0.140624995,0.204545455,0.107142857,0.214326584,0.289256198,0.192307692
,,,,,,,,,
2011_D_14.txt,0.275862064,0.378378378,0.217054264,0.09459459,0.153846154,0.068292683,0.199337125,0.310810811,0.178294574
,,,,,,,,,
2011_D_18.txt,0.330739295,0.371179039,0.298245614,0.097107433,0.11407767,0.084532374,0.288940869,0.331877729,0.266666667
,,,,,,,,,
2011_D_20.txt,0.372990349,0.391891892,0.355828221,0.197802193,0.236842105,0.169811321,0.332860088,0.351351351,0.319018405
,,,,,,,,,
2011_D_21.txt,0.253731338,0.286516854,0.227678571,0.082857138,0.101398601,0.070048309,0.198840275,0.230337079,0.183035714
,,,,,,,,,
2011_D_22.txt,0.334519569,0.602564103,0.231527094,0.147169808,0.357798165,0.09263658,0.224695783,0.538461538,0.206896552
,,,,,,,,,
2011_D_23.txt,0.155339801,0.155844156,0.15483871,0.011764701,0.010416667,0.013513514,0.142391839,0.142857143,0.141935484
,,,,,,,,,
2011_D_26.txt,0.227272724,0.476190476,0.149253731,0.131147538,0.363636364,0.08,0.159019947,0.476190476,0.149253731
,,,,,,,,,
2011_D_3.txt,0.285714282,0.638888889,0.184,0.117154809,0.318181818,0.071794872,0.152305677,0.5,0.144
,,,,,,,,,
2011_D_31.txt,0.373239432,0.469026549,0.30994152,0.265010347,0.363636364,0.208469055,0.326007262,0.442477876,0.292397661
,,,,,,,,,
2011_D_32.txt,0.379844956,0.457943925,0.324503311,0.124700235,0.18705036,0.09352518,0.315499549,0.401869159,0.284768212
,,,,,,,,,
2011_D_34.txt,0.405506879,0.369020501,0.45,0.208913644,0.196078431,0.223546945,0.326592439,0.302961276,0.369444444
,,,,,,,,,
2011_D_35.txt,0.344322339,0.379032258,0.315436242,0.143884887,0.158730159,0.131578947,0.252215282,0.282258065,0.234899329
,,,,,,,,,
2011_D_4.txt,0.29565217,0.515151515,0.207317073,0.136645959,0.297297297,0.088709677,0.159637667,0.363636364,0.146341463
,,,,,,,,,
2011_D_41.txt,0.091690539,0.095808383,0.087912088,0.003824087,0.005050505,0.003076923,0.085644053,0.089820359,0.082417582
,,,,,,,,,
2011_D_44.txt,0.385542164,0.38277512,0.388349515,0.221938771,0.238356164,0.207637232,0.361408013,0.358851675,0.36407767
,,,,,,,,,
2011_D_45.txt,0.258823524,0.257309942,0.26035503,0.093959727,0.104089219,0.085626911,0.22939589,0.228070175,0.230769231
,,,,,,,,,
2011_D_46.txt,0.188118808,0.358490566,0.127516779,0.055900618,0.123287671,0.036144578,0.130229291,0.339622642,0.120805369
,,,,,,,,,
2011_D_47.txt,0.290196074,0.456790123,0.212643678,0.163090125,0.324786325,0.108882521,0.235016333,0.456790123,0.212643678
,,,,,,,,,
2011_D_48.txt,0.172222218,0.130801688,0.25203252,0.053571424,0.041322314,0.076142132,0.122174769,0.109704641,0.211382114
,,,,,,,,,
2011_D_49.txt,0.096916296,0.174603175,0.067073171,0.016172503,0.037037037,0.010344828,0.072841806,0.174603175,0.067073171
,,,,,,,,,
2011_D_51.txt,0.158940393,0.130434783,0.203389831,0.010526311,0.008849558,0.012987013,0.121384011,0.108695652,0.169491525
,,,,,,,,,
2011_D_53.txt,0.313364051,0.548387097,0.219354839,0.161676643,0.333333333,0.106719368,0.225078826,0.516129032,0.206451613
,,,,,,,,,
2011_D_54.txt,0.262295078,0.4,0.195121951,0.08743169,0.153846154,0.061068702,0.202902978,0.375,0.182926829
,,,,,,,,,
2011_D_55.txt,0.221498366,0.25,0.198830409,0.055913974,0.073033708,0.045296167,0.209604949,0.242647059,0.192982456
,,,,,,,,,
